Temperature,Humidity,Soil_Moisture,Rainfall,Crop_Type,Growth_Stage,Water_Requirement_mm,Irrigation_Needed
38.951333455158164,78.49066593932179,40.31174053848583,0.43945863098042026,Sugarcane,Development,0.35,0
33.062682877284175,63.5514966077341,25.47555216089587,14.07818617287604,Rice,Initial,0.0,0
22.665866317911572,42.90228952582951,31.708756447242465,2.9748795151574106,Cotton,Initial,0.0,0
19.749981822288326,21.355652271164065,32.1641543350889,0.9850812396162352,Maize,Initial,0.14,0
23.317641380014507,60.69051729161745,32.984774226131805,5.057578076637647,Cotton,Mid-season,0.0,0
39.08525698978206,67.33539694979471,48.714621694790665,3.492176621943852,Sugarcane,Mid-season,0.0,0
28.297977733109327,34.64322408485334,44.73486633938279,1.6478868418313146,Maize,Late-season,0.23,0
32.42775198949353,33.283300955528674,56.725222139410285,15.387812063940116,Cotton,Development,0.0,0
24.994284906897,21.15924623966506,56.0575209423249,2.7946913852653066,Cotton,Mid-season,0.43,0
41.017739381409825,83.975709160052,21.194689063827212,2.431459660493468,Rice,Late-season,0.0,0
28.102556605460524,47.9515150320537,26.70803067452097,9.296332463302232,Maize,Late-season,0.0,0
16.901235532937687,35.668903821152014,41.912893425322785,2.2208746530515873,Maize,Development,0.0,0
38.68907294205479,75.55764633156534,43.335865754739736,6.06143778112245,Cotton,Development,0.0,0
36.85275119791987,80.75850460093855,52.688977521905706,12.223079809183181,Wheat,Mid-season,0.0,0
28.54093995655439,79.87213842250813,40.74801619277709,6.052753242557585,Sugarcane,Mid-season,0.0,0
24.125869234991466,48.1687214479958,10.169006691247795,4.3170701330471735,Maize,Initial,0.0,0
19.186123651649094,93.63806662328983,51.141342613814984,9.845035858314793,Rice,Late-season,0.0,0
16.048537829594427,42.744913600491714,34.539533495816045,1.9774593464684198,Cotton,Late-season,0.0,0
20.827167742414765,66.71678568642503,9.69411057465724,0.265325479551547,Sugarcane,Development,0.64,0
29.597148283472876,67.80724261236549,44.935023354746384,18.617785043499964,Sugarcane,Development,0.0,0
23.71982476941364,79.63896460765278,19.89577381941408,2.8899171563665065,Wheat,Initial,0.0,0
19.977009206946992,26.065472496289825,28.557296121705928,5.831778110922138,Rice,Development,0.0,0
39.71077064591498,53.176417229832836,18.188304753657178,0.49288063147870065,Rice,Late-season,1.29,0
40.23457792817216,67.87029453825127,33.418294158461165,5.351747286940805,Cotton,Development,0.0,0
34.7110615471691,23.57870957687366,36.132046577174194,0.8637165607862862,Rice,Initial,1.7,1
18.13396129368674,23.450198151631454,7.240084127543358,9.671015168078293,Sugarcane,Initial,0.0,0
27.80269338535778,27.337562048825113,32.03887313142578,3.207251660471856,Rice,Development,0.84,0
26.71399452942527,49.887855079803,38.871755392871904,5.04057268020456,Wheat,Late-season,0.0,0
25.114540594914722,66.93949367856773,32.67249422190483,9.706747265877194,Cotton,Initial,0.0,0
19.3992295311986,25.29265605503224,40.33306030134736,0.13434536333697214,Maize,Late-season,0.68,0
30.537802802648734,49.11274446548914,40.38085201432943,3.0647798702554563,Maize,Mid-season,0.36,0
40.41954983696618,48.95769783505807,57.86548101031528,11.787880918849595,Sugarcane,Initial,0.0,0
16.872755123629467,27.558350103307,6.0022004108352345,0.4960250582787707,Maize,Mid-season,1.91,1
16.922093508426183,43.9231722720321,51.46814210332,0.11773501590355755,Wheat,Mid-season,0.76,0
22.610078918881797,28.86236207162422,43.32054409502828,4.956995882166101,Cotton,Late-season,0.0,0
34.84691818270491,80.26106977886364,20.511901491421856,0.9766664802022349,Rice,Late-season,0.42,0
36.78453796021613,94.2878856500505,27.693972230128455,2.3262195598086635,Cotton,Late-season,0.0,0
26.582838739125496,76.3153300843623,46.49985807465753,0.5441875940335901,Rice,Initial,0.4,0
28.641814056092144,81.98430995808062,22.602728056683645,11.29395257272963,Rice,Late-season,0.0,0
15.292616589968056,87.90364823144478,10.020767223237346,1.9232681669251943,Sugarcane,Mid-season,0.55,0
28.311692759838735,26.24633083964447,10.043728099216459,4.612058709222472,Sugarcane,Mid-season,1.4,0
20.74365316565418,90.96459071612676,47.97128277591614,0.6021711211134878,Cotton,Development,0.21,0
41.30470163042908,94.69484315227469,8.072913507254253,6.678682264341442,Cotton,Mid-season,0.0,0
34.05745006472475,92.64889579806012,42.84165055962715,9.068917361431073,Rice,Initial,0.0,0
37.638980621627596,51.95686062852059,17.241702966406677,2.5263023728275,Maize,Development,0.36,0
18.958330185684687,58.49946265192947,17.82754398334903,4.353067721232859,Cotton,Initial,0.0,0
38.769719153237254,37.751389526155904,54.92315384917005,4.481077213930701,Sugarcane,Development,0.0,0
34.120892280746396,56.12502409730865,25.789317456723996,6.105329721046148,Wheat,Development,0.0,0
23.91681828351566,52.58388833662035,18.95251956302263,2.5976678638861808,Wheat,Late-season,0.0,0
18.208083739237942,28.814468508282864,40.7065666163835,6.852988587982364,Cotton,Late-season,0.0,0
40.97865880881263,48.115293464277805,20.71416474550234,10.147512690851148,Cotton,Development,0.0,0
36.65694972372182,93.34255015657031,35.58027712534215,1.9481043796365995,Cotton,Mid-season,0.18,0
39.816124312523804,38.97426259919308,43.24761177086562,0.3921571624439769,Rice,Initial,1.41,0
33.78521460258466,54.090579857582995,39.51569440462349,4.389129309028778,Rice,Mid-season,0.0,0
22.58600611899022,91.28086130574191,53.964508114000395,3.0408763097981,Sugarcane,Initial,0.0,0
22.48929194049058,34.1090869792821,30.50341227169902,2.179767673083667,Wheat,Late-season,0.0,0
17.09883519805459,93.07961057496249,59.24159094637816,5.989319409563947,Rice,Initial,0.0,0
23.35724563973085,81.03462647802115,42.66021449046336,0.8873682705024419,Maize,Initial,0.0,0
40.394359332655355,51.247929330385944,36.963944164945445,12.577440777500115,Wheat,Late-season,0.0,0
38.6698601199964,61.36909044080525,14.065884362535051,2.6488116214006667,Rice,Development,0.71,0
41.6564554915035,31.281266832764615,37.677189344367434,2.3973684987904806,Maize,Mid-season,1.5,1
30.36519966747519,24.7633872192501,7.025202719979526,0.7184981074423448,Cotton,Late-season,1.25,0
17.034694629516483,71.8785797876684,34.38904512662047,6.929687113549361,Maize,Initial,0.0,0
30.799037372787744,74.45906330538861,46.63946611233507,2.372874703140095,Cotton,Development,0.0,0
20.53622386967617,38.858182963384884,20.110248836424983,1.161095858554039,Rice,Initial,1.08,0
35.438976568650176,23.517235084341493,19.776986511391904,0.11217262286123622,Wheat,Development,1.63,1
27.857688813303383,82.35286175468758,21.92774818740772,8.4745905444794,Sugarcane,Initial,0.0,0
17.38702203087246,79.38633796022248,37.447574342569986,3.270074347132298,Cotton,Initial,0.0,0
32.262756638304545,80.37835006395214,54.67330822721444,4.802045351456432,Wheat,Development,0.0,0
31.4183719376309,67.7483241216712,35.514858469822414,0.47706242596903037,Wheat,Late-season,0.15,0
29.781050286276013,53.81828355620783,55.07592031218002,1.768820576440974,Wheat,Mid-season,0.3,0
33.83633053032351,79.73538317554079,30.264074437039483,9.228694947313368,Rice,Late-season,0.0,0
16.78837140200038,23.439594980347472,39.14431264321502,2.1340572044483093,Maize,Mid-season,0.77,0
21.483931707011212,25.689749608149793,12.088384705085709,0.6850921203350356,Maize,Development,1.1,0
33.83702448981715,33.50504542619739,43.30758064248934,2.6522616547240974,Maize,Mid-season,0.9,0
33.02405894006773,32.92399034012224,15.575896034476893,0.20863606358782652,Cotton,Development,1.51,1
22.52193915386288,33.27578632075601,9.878639356638057,0.6427810674667627,Rice,Late-season,1.39,0
20.571010396956396,47.32023957860566,32.68794989701713,5.862287170062711,Rice,Development,0.0,0
36.58408077054415,67.09252921181809,9.496746757187955,10.340673492440454,Cotton,Initial,0.0,0
22.4756964999745,80.4650959844796,46.15428297110121,1.0198981603090025,Wheat,Late-season,0.0,0
24.960668268383856,54.69010370998609,46.11090159735661,0.18686476160739232,Maize,Mid-season,0.86,0
33.553468645889936,83.33305044752215,46.228892760472306,0.1547304069201522,Wheat,Development,0.33,0
24.561960111414386,49.787287437806185,10.767804159286449,6.685715712479348,Sugarcane,Development,0.0,0
30.227057484508585,83.05324894084484,9.90623807916309,3.832198884742982,Rice,Initial,0.0,0
24.259025335513027,55.54774560729171,24.530736680361763,5.232322271674176,Wheat,Mid-season,0.0,0
30.77338608728257,75.26168565461846,35.675824627274054,4.4159173132705885,Sugarcane,Mid-season,0.0,0
25.226860900684812,45.308512540393856,54.480606842975675,4.676797226997768,Maize,Late-season,0.0,0
28.452687841921385,44.77613609606855,56.3530503067931,0.03781444912643907,Cotton,Development,0.6,0
24.86463413119956,56.585735060655345,51.794963480988045,0.4599603889631214,Rice,Mid-season,0.64,0
16.394157902611845,21.36818610712708,43.33288043015318,29.490845192219215,Wheat,Late-season,0.0,0
41.17570169843496,84.91303444204851,49.938963902210396,1.4913754176675231,Maize,Development,0.0,0
40.093151706444814,61.75721697604473,36.43869792084449,1.642375154053254,Sugarcane,Initial,0.0,0
20.05018121105313,44.27594273031828,28.399004123902923,3.5424248132234926,Rice,Late-season,0.0,0
18.100594267958495,65.79650318312244,20.874680428214067,4.352265341462218,Maize,Mid-season,0.0,0
27.990782750080072,59.94420744136894,7.85029452523348,2.0519180069021163,Wheat,Initial,0.0,0
16.71112420276473,94.24701742924589,22.729461473609764,8.300353068849493,Rice,Mid-season,0.0,0
33.40057350004609,77.0170894917265,37.76013073343144,3.1892832202263586,Maize,Development,0.0,0
17.880879753062775,83.80455950123411,46.0285989051795,2.625622611958711,Cotton,Late-season,0.0,0
41.75509586434954,35.375135753992794,25.85757217300902,13.048909974899136,Sugarcane,Late-season,0.0,0
36.1008910072882,82.09556653831189,46.277605862092244,8.03563120502065,Maize,Initial,0.0,0
20.03293464327989,37.67688095487498,39.856721004609746,11.922563279511389,Rice,Initial,0.0,0
30.88428024646653,71.22365475628493,29.857173071447157,6.255015549744353,Maize,Initial,0.0,0
23.137202602431834,76.07070351321883,32.649621455086354,1.3212126549853263,Rice,Mid-season,0.41,0
25.365062977076708,60.766464583549144,54.85596610305008,4.893996519286653,Maize,Development,0.0,0
40.37546733756383,67.07810398035633,23.419808806139738,0.749884103082129,Cotton,Initial,0.15,0
29.40344948336068,87.04194372882182,48.37284661734919,0.8224566006317044,Rice,Initial,0.3,0
21.709206774990577,75.79597194295077,6.844283910467865,4.218567781930715,Wheat,Initial,0.0,0
38.672672192567234,45.65613115369306,50.16915175696071,0.5862194254938867,Sugarcane,Initial,0.27,0
18.442193882963526,49.79654679202754,48.85124511787545,0.8121089496020808,Sugarcane,Late-season,0.26,0
35.84081347615262,20.915230423853338,37.91434856628749,4.167892728957174,Wheat,Mid-season,0.95,0
31.173792848987816,82.00991208568087,57.74911370102153,2.0967370432899846,Wheat,Development,0.0,0
31.60365710512167,88.38893066322235,12.651390677868402,0.5312189893830513,Rice,Mid-season,0.89,0
34.60458082368482,64.47221789441161,10.621696532385977,12.551154428087605,Cotton,Late-season,0.0,0
15.621610329266213,68.85254082411845,47.41856676858559,2.345503143131086,Rice,Development,0.0,0
17.087668768197254,27.818522453885713,51.22417975892326,12.077996241174013,Rice,Development,0.0,0
21.369462934067194,32.41403827754673,15.247648372176638,9.085102978785908,Rice,Mid-season,0.0,0
23.408995129232313,37.05467156578345,38.43419165868423,2.3845829309196764,Cotton,Initial,0.0,0
20.550654826142214,79.08424165358693,38.204684245157644,0.6067003348033726,Sugarcane,Initial,0.07,0
38.31498979654984,89.22201738488637,30.613506727534727,3.277686687047855,Maize,Initial,0.0,0
30.850842051687316,22.463500268257874,55.20122045835208,1.426600605329684,Rice,Mid-season,1.05,0
19.468859570555292,22.540937018494624,22.131024412301656,7.581917455297149,Maize,Development,0.0,0
20.94262478018962,35.95105882559197,33.334552532374694,18.5538496966291,Rice,Initial,0.0,0
30.047244960031293,84.54740134180504,34.42883454135122,1.0195416467392282,Rice,Late-season,0.28,0
16.811064889487543,76.24703527993833,16.544807620257217,11.416574284058152,Cotton,Initial,0.0,0
15.986841031898562,55.40502088324995,36.0662623294439,0.3398347008957824,Maize,Mid-season,0.74,0
29.246488713909216,60.08419184429352,31.45983716131723,3.43594432138191,Maize,Mid-season,0.09,0
17.780499941945518,45.077210848286164,9.152685009213908,6.996821423330416,Wheat,Development,0.0,0
39.23062106510987,59.49338499944703,49.041237431736654,19.29986594516851,Wheat,Mid-season,0.0,0
32.790946431574085,22.03219943776126,17.20846890631222,1.313807894754655,Maize,Mid-season,2.46,1
15.532184519367831,27.80814364884304,48.995384695525416,0.9833885472589267,Rice,Late-season,0.51,0
21.430935088261617,27.458104456950885,18.374470504969974,6.405474065485159,Maize,Late-season,0.0,0
25.723955299698282,70.10638524279847,16.274136247870153,1.7346679430625842,Wheat,Mid-season,0.44,0
32.097500922595934,75.19284598970017,51.647045250678595,0.6549695860584737,Maize,Late-season,0.09,0
32.35899021758483,72.79596013538821,55.08432019471672,4.9009642250546674,Maize,Development,0.0,0
37.27789794841182,47.22944091463179,6.8825460951291015,8.879071555137775,Cotton,Development,0.0,0
35.893532126436185,47.20684209994591,52.35874109860969,1.239170120834244,Wheat,Development,0.32,0
36.053486919276835,28.567844444029763,36.117714098160825,21.12248682644769,Rice,Development,0.0,0
15.60667132464317,40.15080195387095,34.78988180634768,5.018486659672682,Rice,Development,0.0,0
32.41646252977189,51.62779509149614,12.27519161189317,11.541622722721382,Wheat,Mid-season,0.0,0
33.445964124027995,81.69379069337555,34.131392326029456,8.438468523861012,Rice,Development,0.0,0
16.81373579772417,50.39360660207666,32.36056916889398,6.368447217495844,Cotton,Development,0.0,0
18.780500543832122,39.77628519759624,19.65741163539852,6.58728630672611,Wheat,Late-season,0.0,0
32.093647710651084,57.070538760370354,36.53119079986703,9.10409714177193,Cotton,Late-season,0.0,0
35.81460718073531,51.65270446630155,24.46292571086872,15.9256553527704,Rice,Mid-season,0.0,0
17.439097935595413,77.8239444151609,8.753733794475037,9.072449005873231,Maize,Late-season,0.0,0
39.71886928688168,74.11496458414292,38.572256685437665,14.90981720814074,Cotton,Late-season,0.0,0
20.803390221950433,22.33873512959635,19.424522436490378,4.520303259365487,Maize,Initial,0.0,0
28.40188867443338,64.7632136687667,23.383413994932845,7.368249795733673,Cotton,Initial,0.0,0
17.028720106866835,74.61415671527024,32.252022391340915,5.830213278665704,Wheat,Initial,0.0,0
21.65285489745588,81.43267382556498,48.96787334329386,5.932244098545607,Wheat,Late-season,0.0,0
24.746295217380723,26.86865549949756,55.452246650423355,0.7356522440976001,Wheat,Initial,0.18,0
27.042155869864807,33.884969662896474,34.8045521058097,10.315708971410293,Cotton,Initial,0.0,0
32.787150901189364,71.92074233883893,51.70576083609256,1.4361975777006006,Rice,Late-season,0.02,0
20.97265492912926,94.07510059974852,56.92326368276373,0.20112550602689544,Wheat,Late-season,0.11,0
39.98170457022297,33.543150884550016,36.23698768039462,12.354326320627651,Cotton,Mid-season,0.0,0
23.02842319905887,89.32971465323978,58.408203484095225,14.435868406204872,Wheat,Mid-season,0.0,0
38.275151576711465,83.34120489013029,22.55052602837906,8.827987706973266,Rice,Development,0.0,0
31.09928671901543,37.25066279657773,11.631178717750334,0.40037671652191376,Cotton,Mid-season,2.21,1
24.176624021737787,74.35750786465711,8.59459874394183,1.893801907088391,Rice,Late-season,0.25,0
36.34952545065202,43.90643771990524,39.4240257040355,10.856808293621349,Wheat,Late-season,0.0,0
21.28990581834811,21.830058616740352,52.855438064551144,0.10749432080130657,Cotton,Initial,0.33,0
25.367025027832597,89.94424320689397,8.851633816110906,0.04765353436204954,Cotton,Development,0.67,0
17.39067208656769,22.819757990469565,31.38797297710776,4.346525345947192,Sugarcane,Mid-season,0.39,0
25.753759367342163,26.87745013335726,23.500375510563213,3.6961565588691436,Rice,Development,0.84,0
15.090351775160439,55.04830749032394,21.335158205018523,9.580556644331562,Wheat,Development,0.0,0
30.90593043071416,40.79492342725802,55.06865061316439,0.2307468261586126,Rice,Initial,0.92,0
33.35047663271288,36.369041589879814,57.24786511726239,7.716963909377931,Maize,Late-season,0.0,0
26.274680946193065,85.93387306716235,56.96026122602757,3.1499372155069616,Cotton,Development,0.0,0
19.509916544486032,94.33764696027325,17.741943576089387,14.30004665746944,Cotton,Mid-season,0.0,0
28.842589797445733,37.3002358788319,14.709041760302954,1.2454244931025338,Rice,Development,1.62,1
36.04878078630234,46.25939443750475,8.1813472109868,17.385421082633872,Rice,Initial,0.0,0
40.04931164627075,94.61808669848264,14.564238707071802,2.522909274469404,Wheat,Development,0.0,0
33.79255668745239,31.54219297548913,49.87082187448398,1.2708533362029315,Cotton,Mid-season,1.14,0
15.941359326313272,87.119108092088,52.30697490298581,3.057210180029845,Maize,Mid-season,0.0,0
18.496902874635712,86.65610599017329,57.560832402636436,9.907133922374811,Rice,Mid-season,0.0,0
32.691533477253586,61.31430279568545,9.784271795127559,2.625072499551324,Maize,Initial,0.0,0
16.317156705175673,59.945188955057155,57.91670849256274,0.5796860390325048,Sugarcane,Initial,0.0,0
41.7698340489163,24.613776967942627,53.55984480256037,3.6291682548706072,Maize,Development,0.0,0
30.4256114318285,69.65840075799235,34.907839939856956,9.993655480927774,Rice,Development,0.0,0
29.074028428871202,85.11206030386602,18.490704274043402,0.8559625334426608,Rice,Initial,0.6,0
37.599359865819146,72.31035962519627,42.40774244681652,4.819682095110941,Sugarcane,Mid-season,0.0,0
38.804202584799455,92.09864661386806,30.600850482349095,10.56277826815709,Wheat,Development,0.0,0
37.1385667700187,37.146887114369264,54.97857200981523,0.005603696369082504,Wheat,Development,0.79,0
35.429166702193235,39.40162480234309,15.622307552301118,0.4392307600485595,Maize,Initial,0.46,0
30.115796432338396,28.688289258519326,25.71824490927393,0.04556904766980622,Cotton,Mid-season,2.16,1
18.468115388516168,41.25072111991862,6.013524530601961,2.8302893272109904,Wheat,Mid-season,0.83,0
25.58808270902031,33.4622992567875,46.453435872778556,7.774913928982883,Sugarcane,Late-season,0.0,0
35.813060930606724,91.04734161922535,14.150767281274979,7.36982343108732,Rice,Development,0.0,0
27.78649498774739,24.34403454190987,9.10819297668197,9.566743444060199,Cotton,Late-season,0.0,0
35.24059945705896,29.7564680097974,46.704475776096245,0.12447111141255657,Maize,Initial,0.4,0
23.737475917037614,56.648239280349934,47.37240797942863,5.748928634454095,Wheat,Development,0.0,0
22.387919989604978,94.78433751182834,28.43997162297851,3.0018102421227146,Cotton,Initial,0.0,0
23.0561096367298,82.99603735043539,47.50525290092425,1.307172423937386,Maize,Mid-season,0.24,0
38.43746670837191,92.2427490080099,6.721627256113393,6.570241850685533,Cotton,Mid-season,0.0,0
41.04205275129563,77.00705588285729,29.326431930950065,1.8694833111315712,Wheat,Late-season,0.0,0
34.55941216058116,75.93777590232233,16.019752895179195,10.12942097361333,Sugarcane,Development,0.0,0
38.337672745670204,55.49074300186679,58.2506385353097,1.026060891304192,Rice,Initial,0.49,0
35.96811502537703,77.81913834830391,51.46307754642882,7.156960563018635,Maize,Initial,0.0,0
18.543611697424463,22.439463461843893,55.646631629862775,4.794038447153901,Rice,Development,0.0,0
18.16732110198465,29.388934415191283,42.706090797593426,2.8132785996209515,Rice,Late-season,0.11,0
16.73364130102862,63.64785514357991,19.794637243930374,7.986536450159809,Maize,Late-season,0.0,0
27.29094402520863,20.87154049310755,8.984578828700737,2.4919624854285862,Maize,Initial,0.0,0
35.44060022550303,91.44864785290378,54.93002591415521,6.441943365114817,Maize,Late-season,0.0,0
18.939895998948927,27.70943033694993,36.39974760142904,0.09269208213473842,Sugarcane,Late-season,0.89,0
24.34244732641067,78.1853551844717,56.76806273278126,0.3758610797818737,Rice,Initial,0.34,0
38.828404117129196,26.188140083031595,50.34827257932586,2.214288004616273,Wheat,Development,0.39,0
30.32360290306207,71.70987268529493,49.03226845099956,1.116656871289236,Sugarcane,Initial,0.0,0
40.69184930759383,29.31649750460445,54.29217164767711,4.516584256266324,Rice,Mid-season,0.29,0
31.54949272137136,42.41269147529854,56.43609984147028,14.720489136775367,Sugarcane,Development,0.0,0
36.1524136004236,65.91934894108685,31.641914616572233,5.406123439235459,Sugarcane,Development,0.0,0
37.06703978898733,53.92387133887251,40.39677323580887,3.736989069793848,Wheat,Development,0.0,0
17.20400951482592,24.526406299292283,18.590677870558054,0.8690574325757503,Cotton,Mid-season,1.59,1
20.918777658667196,93.18989418643484,23.529268547410876,1.0051855198942645,Cotton,Mid-season,0.6,0
16.17886475809875,32.1254408110102,6.147362661034595,5.295943834793938,Cotton,Late-season,0.0,0
29.646923164422923,56.99576350878497,9.483956925383469,2.581380261375532,Cotton,Initial,0.0,0
26.296794294026625,35.2683710256682,51.22488234523134,0.9569729825619568,Cotton,Mid-season,0.91,0
26.229498885967402,83.46839690142869,39.58206500132698,6.64674104604933,Sugarcane,Late-season,0.0,0
16.082948168137026,85.02736220918364,36.82714747148164,2.886745405173298,Cotton,Development,0.0,0
28.140061418466978,85.50674285612455,54.53860252061922,2.7384935067701237,Wheat,Mid-season,0.0,0
30.99345887202078,88.42725092125183,16.586420395311663,4.877107288497878,Cotton,Mid-season,0.0,0
21.366386536898666,78.20001552765721,27.292060069715887,4.604699910314764,Wheat,Late-season,0.0,0
25.06691320410123,58.44614039043539,27.716714605623334,0.3581931968013957,Rice,Development,0.92,0
17.62962159894591,50.37655993102412,37.610511990748,4.3305422018131035,Sugarcane,Development,0.0,0
17.57206071477491,68.90924341478285,22.168143118304588,2.5461839842436302,Maize,Initial,0.0,0
15.243820911497856,64.1309475005454,37.929268905505914,2.5263701151527624,Maize,Development,0.0,0
16.984412177910343,32.731842881565555,33.58756717058097,2.054925399025833,Rice,Initial,0.57,0
27.13471355077092,64.09132783327902,57.17208451682885,1.4552907053203605,Sugarcane,Late-season,0.0,0
15.99012852720566,75.23015112992303,41.50924901919928,3.2182708481764637,Rice,Late-season,0.0,0
36.75309412965144,63.901577329756414,52.75492042822923,1.1523592518528678,Cotton,Late-season,0.06,0
22.28323951095872,24.281514206698613,34.21432404005676,13.791906027009833,Cotton,Initial,0.0,0
18.296967678270725,53.91492712125765,56.36312596403477,1.900128055283935,Rice,Mid-season,0.06,0
16.12246719436059,31.125740072156667,59.26465676273658,16.779021539099546,Maize,Development,0.0,0
40.69891820642745,67.93399533616252,52.735506198601215,3.0324613454600473,Maize,Development,0.0,0
24.251644179264716,59.91837416197243,11.915783149365685,0.7119361867023427,Sugarcane,Late-season,0.6,0
40.375134382024726,74.96741887560063,13.93100420642765,1.0434246868592965,Cotton,Late-season,0.23,0
21.333154920040375,92.25101246152992,19.04185886006375,5.418111269216672,Wheat,Mid-season,0.0,0
33.44769676382044,57.28810730063205,38.98159821106676,10.159164546839555,Rice,Late-season,0.0,0
18.05396511506747,79.66327787723023,55.527278834642736,4.589078752448708,Cotton,Late-season,0.0,0
32.58329038012029,27.994477273099303,41.18149175316698,37.20861454852203,Rice,Initial,0.0,0
25.986514939517505,85.30650877529443,48.03120162320504,4.185275529632762,Rice,Mid-season,0.0,0
38.71992015513639,50.31052412382748,22.98682388597813,5.506981585861535,Wheat,Development,0.0,0
38.70306129411584,43.78967875740489,52.789534404731405,2.3553990556627373,Rice,Initial,0.44,0
23.7638174073073,47.48461511535484,26.789498038509045,5.944882510155721,Sugarcane,Initial,0.0,0
27.114727810808326,37.81580981557456,25.528848539613705,1.289125487665244,Wheat,Mid-season,1.35,0
31.293112021297205,70.11595989162622,39.0719690305288,3.113388075084737,Maize,Initial,0.0,0
38.31000853843928,58.931133885216354,31.355003269635205,0.12988276971007237,Wheat,Initial,0.42,0
25.26528170721814,49.91170856726754,36.90948030750327,3.8135855217643444,Maize,Late-season,0.0,0
29.83418443762224,76.0156787101867,44.35199989046009,3.6827179770137652,Cotton,Mid-season,0.0,0
26.633276471526898,87.25357173800917,8.920414853034014,15.467831481524954,Sugarcane,Mid-season,0.0,0
25.26201174130454,34.7865594929658,31.355077619397996,1.0818224258781948,Cotton,Late-season,0.52,0
21.932967328453714,41.365467647144214,21.900948070945763,8.123415099827117,Maize,Late-season,0.0,0
23.4053078772121,65.77503374831888,44.388287082275646,1.5915587110402303,Sugarcane,Development,0.0,0
18.290924520097583,33.58620121510103,42.461481968074054,1.0010328074182362,Cotton,Mid-season,0.88,0
